Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Loam,Wheat,526.3470396,35.25493802752764,FALSE,FALSE,Sunny,68,2.885958154631835
South,Loam,Wheat,324.1270245247358,27.016834819366306,FALSE,FALSE,Cloudy,119,2.5651313452160456
West,Sandy,Cotton,602.819488,15.927844044814002,FALSE,FALSE,Rainy,87,3.2628219605509203
North,Silt,Maize,949.0495691484983,22.50214514,TRUE,FALSE,Rainy,64,8.074551272301132
South,Chalky,Maize,670.0142892863794,17.371847150438192,TRUE,TRUE,Cloudy,118,6.208389625841916
North,Clay,Cotton,721.5274804306499,37.29054982915566,FALSE,TRUE,Rainy,110,5.965315996557812
West,Loam,Rice,723.6319231067165,35.31983851627717,TRUE,FALSE,Rainy,67,6.117193948055786
North,Clay,Rice,878.8741689455434,37.48775682986545,TRUE,FALSE,Cloudy,107,6.584297234376628
South,Silt,Cotton,179.76549799272652,31.594755587373804,FALSE,FALSE,Rainy,87,1.6695037591301312
South,Clay,Soybean,660.6060190762879,24.87228610256786,TRUE,TRUE,Sunny,130,6.1912491161948635
North,Loam,Cotton,738.3887332921722,19.530115511108782,FALSE,TRUE,Rainy,82,4.706523356856247
South,Peaty,Cotton,884.6173534417401,21.967996284253864,FALSE,FALSE,Rainy,109,4.851774452352609
North,Clay,Cotton,487.654212,39.04273739150716,TRUE,TRUE,Rainy,146,5.215328883382139
South,Peaty,Barley,193.04128164203212,33.37707514755328,FALSE,TRUE,Rainy,88,2.263855737321253
North,Sandy,Wheat,784.3015171165048,21.536590806464872,FALSE,TRUE,Rainy,86,5.8184424469531155
North,Sandy,Maize,670.9058928647454,29.67984091539369,TRUE,TRUE,Sunny,64,6.470860311875568
North,Peaty,Cotton,514.1096670319181,25.26009208506275,TRUE,FALSE,Rainy,90,4.454331402112153
East,Chalky,Barley,157.5740109164833,26.080783911170357,TRUE,TRUE,Cloudy,146,3.8112161123704404
South,Chalky,Rice,195.5486534833327,39.13332021755338,FALSE,FALSE,Rainy,79,1.8362611867812777
West,Silt,Cotton,597.2730076560189,21.326016898633803,TRUE,TRUE,Sunny,142,6.949924727089979
North,Peaty,Wheat,514.4638624614333,17.131964441190338,TRUE,TRUE,Sunny,128,5.469072916751395
East,Clay,Wheat,171.5289181186126,15.021848881735071,FALSE,FALSE,Cloudy,76,1.499037962592666
West,Peaty,Barley,579.8128072113384,31.76469074742859,TRUE,FALSE,Rainy,106,5.265025422050924
North,Chalky,Maize,277.46684355792354,32.63729910471994,TRUE,TRUE,Rainy,62,4.601469944953742
West,Clay,Rice,171.05907800690585,21.963263672806924,TRUE,TRUE,Sunny,133,4.322883775764683
East,Peaty,Wheat,419.1575831655327,28.562617747601365,TRUE,FALSE,Sunny,91,4.568314994483844
West,Sandy,Maize,780.4364976702129,24.288934413869377,FALSE,FALSE,Rainy,128,4.3181594398849805
North,Clay,Barley,883.3232818,26.329515966201775,TRUE,FALSE,Rainy,143,6.350437132030221
West,Clay,Wheat,810.5371171247017,20.71298519656427,FALSE,FALSE,Sunny,78,4.011631579968128
West,Loam,Barley,154.16707786319324,20.131196557267593,TRUE,FALSE,Rainy,79,3.314853382946445
North,Chalky,Barley,457.04388905292643,20.350868500841184,TRUE,FALSE,Cloudy,95,4.093890911718287
East,Silt,Barley,861.8566662203486,34.404952823588516,TRUE,FALSE,Sunny,112,6.753111074834888
East,Clay,Barley,985.2176951603196,17.947242343118475,FALSE,FALSE,Rainy,147,4.540517181261527
West,Silt,Barley,564.9757060214888,17.138654416580177,TRUE,FALSE,Cloudy,77,4.964313540493579
South,Chalky,Wheat,729.5024153677779,21.65981251629953,TRUE,TRUE,Sunny,78,6.270074830462483
West,Sandy,Rice,639.4517552527063,27.447524635919738,FALSE,TRUE,Cloudy,91,4.497759213556141
South,Clay,Cotton,975.4430421,22.225729005421258,FALSE,FALSE,Cloudy,121,4.272787246558151
West,Loam,Rice,128.21566811217798,30.601515099417355,TRUE,FALSE,Rainy,126,2.878700840127062
East,Sandy,Wheat,342.20141976333935,15.133413618749836,TRUE,FALSE,Cloudy,140,3.842309098914434
West,Loam,Wheat,828.9209889950536,32.718422270242236,FALSE,FALSE,Sunny,144,5.130461444872129
West,Clay,Rice,123.30553636111033,22.531141218196808,FALSE,FALSE,Sunny,102,0.8721080113335125
South,Silt,Soybean,978.6680227533977,19.130105652656518,TRUE,FALSE,Rainy,139,6.6957072409322675
East,Loam,Wheat,563.1428833934438,37.175901077828364,FALSE,TRUE,Sunny,126,4.829380104604827
South,Clay,Cotton,956.5029465869796,34.97160072439284,TRUE,TRUE,Cloudy,105,7.872816473759778
West,Clay,Soybean,327.90200304053246,30.021257916150425,TRUE,FALSE,Sunny,80,4.334852936459849
North,Clay,Rice,933.0568203,29.56616775616873,TRUE,TRUE,Sunny,149,7.846688970951975
West,Loam,Rice,377.6473829424947,30.53016764480671,TRUE,FALSE,Rainy,111,3.0117049617499605
West,Sandy,Cotton,211.1901407917248,32.587502370674905,TRUE,TRUE,Rainy,148,5.107307862134968
South,Chalky,Cotton,384.1710961319955,20.51087762316983,TRUE,TRUE,Sunny,113,4.792467436
North,Sandy,Wheat,442.2552693637511,32.80882344603552,FALSE,TRUE,Rainy,147,3.9473029
North,Peaty,Rice,507.6077499965951,36.54836034815884,FALSE,TRUE,Cloudy,139,4.436524892266196
South,Peaty,Wheat,548.4970289059454,24.028919632377132,TRUE,TRUE,Cloudy,93,5.955879382
East,Chalky,Soybean,206.91172233726815,28.254867079240498,FALSE,FALSE,Rainy,142,1.5415795524561602
North,Sandy,Barley,626.4172300733902,17.05769640489752,FALSE,FALSE,Sunny,117,2.918460598813347
North,Peaty,Rice,787.6414502499464,15.619131859314386,TRUE,FALSE,Sunny,79,5.535177441137339
South,Chalky,Soybean,413.6067953,17.131341459953738,FALSE,FALSE,Cloudy,64,2.1957983910407357
East,Sandy,Cotton,556.2748354213154,36.294956353907445,FALSE,TRUE,Sunny,107,4.419037403376667
East,Peaty,Barley,468.9896024239175,18.824404108988652,FALSE,TRUE,Cloudy,65,3.8682928574307427
West,Loam,Wheat,255.5135600689868,18.79178235400822,FALSE,FALSE,Sunny,84,2.3401182509677776
West,Loam,Maize,932.3269818838725,30.021374755528633,FALSE,TRUE,Cloudy,124,6.728506267499914
South,Chalky,Rice,999.3833838144562,33.23214102962528,FALSE,FALSE,Sunny,118,5.308516645881986
East,Silt,Wheat,466.84089739194644,36.87190397314656,TRUE,TRUE,Cloudy,80,5.460030676590909
South,Sandy,Rice,472.80487955254745,18.567558613388968,FALSE,TRUE,Sunny,116,3.4487406096582993
West,Clay,Rice,588.3033427662983,34.26582264161418,FALSE,FALSE,Sunny,107,3.5685143969479363
South,Clay,Wheat,937.3960663,35.068712241317236,FALSE,FALSE,Rainy,125,5.770542841202534
South,Chalky,Cotton,203.6123748270793,23.729083049773465,FALSE,TRUE,Rainy,118,3.111885331333177
North,Clay,Wheat,675.1124023331608,19.41054585289722,FALSE,TRUE,Rainy,98,5.181585412284132
North,Peaty,Cotton,631.2140325741441,31.176192745563647,TRUE,TRUE,Rainy,109,6.655796280804403
North,Loam,Soybean,643.7853130697833,20.65468711207582,TRUE,TRUE,Rainy,137,7.073440406903431
West,Silt,Cotton,138.6276387196517,16.982310592629045,FALSE,FALSE,Cloudy,85,2.4229803569385475
South,Peaty,Rice,640.3146665337221,25.91182807494122,FALSE,TRUE,Sunny,89,5.531214414925488
North,Clay,Cotton,955.7857540904055,30.651427374769092,FALSE,TRUE,Sunny,91,5.976950816887884
North,Chalky,Cotton,497.8437536394299,15.390246799521293,FALSE,TRUE,Cloudy,130,3.602024242408843
North,Sandy,Maize,337.2914151395972,39.015133435501966,FALSE,TRUE,Sunny,108,4.191785530587419
West,Peaty,Rice,782.5503564863227,29.003856100896545,FALSE,TRUE,Sunny,103,5.577187147940678
West,Chalky,Wheat,531.0607012240516,32.801887589404075,FALSE,TRUE,Cloudy,137,4.625174944601189
South,Silt,Wheat,688.3101514176366,34.84255139190496,TRUE,TRUE,Rainy,144,7.498113708943128
South,Peaty,Soybean,317.8664397052982,25.43845924831538,TRUE,FALSE,Sunny,112,3.3070873344630902
South,Loam,Maize,547.7608913981596,36.67412893451335,TRUE,FALSE,Rainy,65,4.700954876593463
North,Sandy,Soybean,794.8050291545277,24.15538703036876,FALSE,TRUE,Rainy,111,5.8982212565372905
East,Silt,Cotton,171.1104317379569,22.242981941777188,TRUE,FALSE,Rainy,89,2.1448930449796366
West,Silt,Soybean,885.8917183162935,26.47973534812067,FALSE,FALSE,Cloudy,107,4.829920523160502
North,Sandy,Rice,603.3944789926563,37.45475343,FALSE,FALSE,Cloudy,82,3.556554034022712
North,Silt,Wheat,790.5312360833346,24.43654225501991,FALSE,FALSE,Sunny,135,4.622890296129175
South,Sandy,Rice,816.1305621374203,31.65987750445749,TRUE,FALSE,Sunny,100,5.395260964948882
South,Chalky,Soybean,605.6252329067404,20.04853030904334,FALSE,TRUE,Rainy,85,4.949345022898492
North,Loam,Wheat,621.0279097854755,25.425274434707134,FALSE,TRUE,Cloudy,119,4.498960889584378
West,Chalky,Rice,722.7294051260537,15.313963107295711,TRUE,FALSE,Sunny,103,5.854075723454989
West,Chalky,Soybean,433.1901721360811,26.950250014747684,FALSE,TRUE,Cloudy,131,4.347489669119746
North,Sandy,Cotton,242.13353329070128,33.14631878837232,FALSE,FALSE,Cloudy,74,2.3879961119599384
East,Silt,Cotton,244.86225559211005,37.59805915302162,FALSE,TRUE,Sunny,67,3.057673429330379
East,Silt,Soybean,943.4452914860548,17.239511586625845,FALSE,FALSE,Sunny,124,4.901214749439566
West,Sandy,Cotton,457.4662451030716,23.056423520492032,FALSE,TRUE,Rainy,113,4.208384446
South,Silt,Wheat,862.3879258857781,38.53862971665009,FALSE,TRUE,Sunny,77,5.810149860162884
East,Silt,Maize,345.2803456911788,28.806454842804822,FALSE,FALSE,Sunny,104,1.8899734897058893
East,Clay,Maize,963.2819861,35.489117662878186,FALSE,TRUE,Rainy,127,6.469094843213941
South,Chalky,Maize,467.9882379650811,39.15209739581498,FALSE,FALSE,Cloudy,119,3.166596398
East,Chalky,Cotton,115.0408870805868,33.72019257067108,FALSE,FALSE,Rainy,137,1.6816768198498269
North,Sandy,Wheat,224.3621912025084,24.46692973648792,TRUE,TRUE,Rainy,113,4.256468402182991
East,Peaty,Barley,280.84785681461966,20.97159566388735,TRUE,TRUE,Rainy,102,4.1044813156482896
South,Chalky,Wheat,390.2704855919473,38.426239956665626,TRUE,TRUE,Rainy,133,5.382373849595046
North,Clay,Rice,542.3611526407915,33.21847930410274,FALSE,TRUE,Rainy,132,3.6056784352478677
East,Silt,Barley,896.0615933174838,18.822464203676592,TRUE,FALSE,Cloudy,119,5.965492968879875
West,Loam,Cotton,681.3492490738123,30.827541098824568,FALSE,TRUE,Sunny,115,5.54575432
North,Chalky,Maize,369.54683936649735,32.02799596723977,FALSE,FALSE,Cloudy,137,2.779195037918856
North,Chalky,Barley,531.6744788511204,23.18459435905207,FALSE,TRUE,Rainy,129,4.662941999380047
West,Loam,Soybean,223.26637287817672,35.79452802241552,FALSE,TRUE,Cloudy,127,2.850262177047076
West,Clay,Rice,346.5998141077903,25.551783024099542,TRUE,TRUE,Rainy,66,5.533561860752142
East,Silt,Cotton,510.7480561012167,34.806704543599295,TRUE,TRUE,Rainy,69,5.7108536049243614
East,Silt,Cotton,558.9514678582321,32.380386601252326,FALSE,FALSE,Sunny,131,3.2554652254151804
South,Silt,Soybean,685.0744938885011,19.549496148341085,TRUE,TRUE,Rainy,130,6.604223275988476
South,Loam,Rice,339.60747661840867,20.419222360346694,TRUE,FALSE,Rainy,132,3.1432330691023456
North,Sandy,Barley,151.95680297346436,22.81503841267874,FALSE,TRUE,Cloudy,89,2.3291494021049295
West,Peaty,Cotton,507.5629418762927,31.896241037996347,FALSE,FALSE,Sunny,129,2.191020380669877
West,Loam,Barley,981.8408228418625,21.22976403199278,FALSE,FALSE,Cloudy,124,5.713529216077835
South,Loam,Wheat,567.6595076681283,28.580972734872635,TRUE,TRUE,Rainy,110,6.237407813886928
North,Sandy,Rice,746.5599614487928,35.03295950721191,TRUE,TRUE,Rainy,113,6.857255707197912
North,Chalky,Cotton,687.92951,28.28574685922901,FALSE,TRUE,Rainy,148,4.9075514309397406
South,Sandy,Maize,696.7407384566252,21.69536577,FALSE,TRUE,Cloudy,61,6.009962395
South,Chalky,Cotton,282.6225724684118,39.11161179,FALSE,TRUE,Sunny,86,4.033920721522029
South,Chalky,Barley,725.3427573129396,24.242469682111793,TRUE,TRUE,Cloudy,93,7.427338231422647
East,Clay,Cotton,582.2727024709852,27.38086428411686,FALSE,FALSE,Cloudy,147,3.096915968722154
North,Chalky,Soybean,587.6640762191502,24.941431385687743,TRUE,FALSE,Cloudy,148,4.569341374451966
North,Silt,Barley,320.18976243416944,31.36050220176197,TRUE,FALSE,Cloudy,115,3.2740113293279243
North,Sandy,Wheat,670.4922207854198,38.675455236350075,TRUE,FALSE,Cloudy,133,5.838826160177461
South,Clay,Wheat,636.4072162879656,19.689366487092094,FALSE,FALSE,Rainy,129,3.070495929553835
South,Chalky,Soybean,142.58195879078406,39.52510371633615,FALSE,FALSE,Rainy,141,1.4144024321487816
South,Peaty,Barley,409.0058580165591,18.47495621923708,TRUE,TRUE,Rainy,132,5.776381629568711
South,Chalky,Wheat,583.3228556452962,32.67412341358786,TRUE,TRUE,Rainy,61,6.645554430043913
West,Clay,Rice,229.29269518630932,32.10388898441053,FALSE,TRUE,Sunny,131,2.42049918
South,Chalky,Barley,758.2448010815591,23.55229988683859,FALSE,FALSE,Rainy,119,3.5354749310433053
East,Chalky,Maize,758.2875986084505,25.010602183606082,FALSE,FALSE,Sunny,72,4.680226344202917
West,Silt,Maize,816.0982545203233,31.453403803645774,TRUE,TRUE,Rainy,108,7.538072968868625
West,Loam,Soybean,845.5594173124653,28.963107217890766,TRUE,TRUE,Rainy,66,7.759831181178272
South,Silt,Cotton,713.3502397747138,25.08816080798747,TRUE,FALSE,Sunny,85,5.806596739301539
North,Sandy,Maize,364.2112919962256,32.55953664534469,TRUE,TRUE,Sunny,81,5.290785972500234
South,Chalky,Soybean,807.1752402,26.674618303005012,TRUE,TRUE,Rainy,88,7.193219342165425
North,Loam,Rice,194.00855070224736,39.24505496287678,FALSE,TRUE,Sunny,117,3.346554285050663
South,Clay,Maize,273.2080156171475,18.18027779,FALSE,FALSE,Rainy,80,1.9667361097927536
South,Loam,Soybean,532.2052632942746,25.570473902313662,FALSE,FALSE,Sunny,67,2.5830121321897055
North,Clay,Cotton,678.6958480259866,15.263068580626303,FALSE,FALSE,Rainy,145,3.778891393246401
North,Clay,Rice,399.40224118165423,18.185546753635368,FALSE,TRUE,Cloudy,95,3.968749555287795
North,Clay,Wheat,351.3644200983505,39.17170875363349,FALSE,FALSE,Rainy,133,2.800839978403367
North,Loam,Barley,276.0183634454283,35.10513416516261,FALSE,TRUE,Sunny,88,3.855137719369601
East,Silt,Barley,727.8121741981787,32.01922174339944,FALSE,TRUE,Sunny,67,5.755292822996334
North,Silt,Cotton,654.8685189,18.224394229244567,TRUE,FALSE,Cloudy,64,5.008371562191046
South,Peaty,Rice,608.1191571586694,39.03797811065077,FALSE,TRUE,Rainy,63,5.231408372546513
South,Peaty,Cotton,492.21854061569456,18.061836825376325,FALSE,FALSE,Rainy,66,2.6938445142737684
East,Loam,Rice,419.3499400769228,38.87060385329451,TRUE,TRUE,Cloudy,137,5.518970862535184
North,Clay,Rice,478.6112360917904,30.550192757472544,TRUE,FALSE,Cloudy,121,4.592332149488032
South,Clay,Cotton,546.4019446422737,26.331314840071105,FALSE,TRUE,Rainy,101,6.006794463778816
East,Clay,Wheat,121.13176956088556,28.367168166122966,TRUE,FALSE,Rainy,68,3.307783855
South,Chalky,Wheat,186.9155119716525,30.326760902263786,FALSE,TRUE,Sunny,107,2.531106880434402
East,Chalky,Soybean,545.3476904657554,34.76717111242163,FALSE,TRUE,Rainy,117,4.440335342038607
East,Chalky,Maize,992.5892853,35.49431407261443,FALSE,TRUE,Sunny,95,6.768913486861609
West,Chalky,Rice,290.96976027384767,23.644198414073212,FALSE,FALSE,Rainy,128,2.158464183474459
West,Silt,Cotton,333.44123132276627,23.831414701536566,FALSE,TRUE,Sunny,76,3.0217492943062907
North,Chalky,Maize,243.64395255087516,16.530264552339546,FALSE,TRUE,Cloudy,88,1.8934748402534902
West,Peaty,Wheat,876.0919993,28.567649316307612,FALSE,FALSE,Cloudy,139,4.126648540637116
East,Sandy,Cotton,971.2740290260784,21.756600219592155,TRUE,FALSE,Rainy,81,7.443635930705682
South,Peaty,Maize,521.0133162223242,27.98471422492913,TRUE,TRUE,Cloudy,95,4.981606006504685
South,Silt,Barley,522.2606794,34.03889128241953,TRUE,FALSE,Cloudy,71,4.155155192
North,Loam,Cotton,977.9899012,31.70182010521855,TRUE,TRUE,Sunny,69,7.884630658701518
West,Sandy,Wheat,941.9866539467109,30.30748550462397,TRUE,FALSE,Rainy,132,7.208712272837983
North,Clay,Barley,596.0369177726996,19.332263510525145,TRUE,TRUE,Sunny,67,6.393009134170613
East,Peaty,Soybean,968.0708941270327,32.67652113467204,TRUE,TRUE,Cloudy,133,8.569614946699886
West,Loam,Soybean,635.7654159596301,37.015653083110934,TRUE,FALSE,Rainy,69,6.072852362
North,Clay,Wheat,431.05674479198893,34.855938974055974,FALSE,FALSE,Cloudy,69,3.6548261433502924
South,Loam,Rice,292.4836981357429,37.05262065991381,FALSE,FALSE,Cloudy,129,3.029661859013299
South,Sandy,Wheat,293.09637181189805,21.760501848031378,FALSE,FALSE,Rainy,94,2.0838475326720283
North,Clay,Cotton,916.3448305,39.14983826391428,FALSE,FALSE,Sunny,84,5.019253785916025
North,Silt,Barley,108.5945760335618,27.47844480097165,TRUE,TRUE,Rainy,113,3.1682304849294423
North,Clay,Cotton,951.7761377421076,23.295349267460132,TRUE,TRUE,Sunny,90,8.360483453475632
East,Loam,Rice,420.1287982868944,32.244300290491786,TRUE,TRUE,Rainy,143,6.668275457711177
East,Loam,Rice,139.65990843615313,22.50068436551809,FALSE,TRUE,Sunny,99,1.9215502213663875
South,Loam,Rice,229.41956632635564,31.482443311935167,FALSE,FALSE,Cloudy,118,2.4482905931814165
East,Silt,Cotton,826.7620765738188,27.989363770944188,FALSE,FALSE,Rainy,63,3.887496833492401
East,Sandy,Wheat,843.9656507881115,30.501190072768075,TRUE,TRUE,Sunny,134,7.502155737029118
West,Loam,Wheat,741.5095888277165,20.055495202897983,FALSE,TRUE,Cloudy,73,5.0617490867741175
East,Clay,Maize,719.7479415125246,34.44584715,FALSE,TRUE,Sunny,124,5.185821907710332
West,Silt,Rice,163.03814904315573,18.622044071931516,FALSE,TRUE,Cloudy,135,2.2575422417769277
East,Chalky,Cotton,359.6976164019233,33.77272693287449,FALSE,FALSE,Cloudy,99,2.1284548661171385
South,Sandy,Wheat,608.5380543518581,26.49635998617884,TRUE,TRUE,Cloudy,134,6.319597057260739
North,Chalky,Soybean,506.1708639,29.289886114464316,TRUE,FALSE,Cloudy,128,5.375440271241065
South,Sandy,Soybean,958.7717482010959,16.165226779276757,TRUE,TRUE,Cloudy,103,7.8077229685455105
East,Chalky,Wheat,196.80373235689012,15.301768486523216,TRUE,FALSE,Sunny,110,2.818719839052939
North,Silt,Cotton,124.2582013281341,22.14539247252776,TRUE,TRUE,Sunny,136,3.167535726
North,Sandy,Wheat,460.9872207441608,27.964074619695225,FALSE,FALSE,Cloudy,71,2.6365929443894003
North,Sandy,Soybean,928.8331310170521,34.524320595419695,TRUE,TRUE,Rainy,121,8.297635628805134
West,Loam,Soybean,435.77311027180457,16.455969654497828,FALSE,FALSE,Cloudy,145,2.374772889712044
South,Loam,Wheat,683.0902683156528,17.50895562449572,TRUE,TRUE,Sunny,130,6.501348104031916
West,Clay,Rice,687.7179100168845,17.78227352428199,FALSE,FALSE,Sunny,143,3.6953697967502306
North,Peaty,Wheat,516.8762245,30.817570259983242,TRUE,FALSE,Sunny,88,4.607382156538947
South,Sandy,Wheat,798.0617299836002,33.054356691472684,FALSE,FALSE,Rainy,121,5.266206319977928
South,Loam,Rice,277.85115485977553,37.59064291364248,FALSE,TRUE,Sunny,108,3.5394637606780726
East,Silt,Maize,658.5494465961599,34.869442526457135,TRUE,TRUE,Rainy,141,6.713291807729644
West,Peaty,Barley,187.06304817933585,36.348748791817634,FALSE,FALSE,Sunny,100,2.4689217390378593
West,Sandy,Maize,660.0574463805555,20.64627319314243,FALSE,FALSE,Sunny,114,3.941405057921877
East,Silt,Rice,296.39211260351175,33.84208994734959,FALSE,FALSE,Rainy,63,2.3946269966379217
West,Clay,Wheat,285.76521265981194,35.29077782364823,FALSE,TRUE,Sunny,105,4.336436051471652
North,Chalky,Wheat,221.1698795,15.501246659886743,TRUE,FALSE,Rainy,102,2.542248841132203
North,Clay,Rice,670.8479507513127,22.86427690289889,TRUE,TRUE,Cloudy,65,6.465576810556476
West,Loam,Wheat,367.8967879010917,35.53811310195941,TRUE,FALSE,Rainy,75,4.331356522561969
East,Clay,Cotton,552.6586902,28.99116082,FALSE,TRUE,Rainy,137,5.034706066996882
South,Sandy,Rice,439.1089736,29.181008606736512,FALSE,FALSE,Cloudy,76,3.6948807990575263
West,Chalky,Barley,961.2362231385126,39.46468006761647,FALSE,FALSE,Rainy,144,4.986235660789692
South,Silt,Rice,394.89605214758103,30.732037546981648,TRUE,FALSE,Cloudy,63,4.668067944
East,Clay,Barley,118.0414906768909,18.47370263083286,TRUE,FALSE,Sunny,133,2.790584113614765
South,Chalky,Barley,366.48639217962807,28.467984827558567,FALSE,FALSE,Sunny,107,1.214802654374386
East,Clay,Wheat,535.0532073,21.401445084179862,TRUE,TRUE,Cloudy,101,6.745352569220266
East,Sandy,Barley,436.9891846,17.477861839596223,TRUE,TRUE,Rainy,132,5.143550807802603
North,Chalky,Soybean,264.2914485397754,21.307972057376524,TRUE,FALSE,Rainy,97,3.0441238095749075
North,Clay,Cotton,852.1353196472547,30.56219839828624,FALSE,FALSE,Cloudy,106,4.699469379
East,Clay,Rice,308.5024846989852,33.62141299725361,FALSE,TRUE,Cloudy,72,1.8662935788485575
West,Chalky,Soybean,544.1824592,17.998188096979153,FALSE,FALSE,Cloudy,82,4.102459107129091
North,Chalky,Rice,708.6034820372147,16.826674912797607,TRUE,TRUE,Rainy,148,6.600866271
East,Loam,Soybean,669.8652687546972,37.57453659841656,TRUE,TRUE,Sunny,141,7.194971690473647
South,Silt,Soybean,871.8922985718416,22.707706818280148,TRUE,TRUE,Cloudy,148,7.497092414371725
South,Silt,Cotton,453.2186871070487,21.44933941440454,TRUE,TRUE,Rainy,101,5.364066135096227
West,Chalky,Soybean,680.6712752440966,33.69280042213488,FALSE,TRUE,Rainy,61,5.6738882947861935
South,Loam,Wheat,362.1385788838932,36.58199415970909,TRUE,FALSE,Rainy,122,3.6994711851894166
South,Sandy,Barley,194.6564294465877,30.065758162906647,FALSE,FALSE,Sunny,81,1.670758482664452
East,Clay,Soybean,425.4720332433183,25.94839812532926,FALSE,FALSE,Sunny,78,1.6677122631969727
South,Peaty,Rice,600.6817614876379,29.631916402646755,TRUE,FALSE,Sunny,92,5.022393045836247
South,Peaty,Wheat,288.6498689578855,38.881009461846006,FALSE,TRUE,Cloudy,73,3.877978069066122
South,Chalky,Soybean,720.4979297,24.540132228297708,TRUE,FALSE,Cloudy,114,6.1592814702516305
South,Chalky,Rice,683.8413790631782,28.38008909982626,TRUE,FALSE,Sunny,61,5.839002036109281
East,Clay,Rice,921.0942540692533,34.108488653057904,FALSE,FALSE,Cloudy,126,5.042353095
South,Sandy,Rice,931.5181776116755,36.40528107197346,FALSE,FALSE,Rainy,67,5.089728527
West,Clay,Cotton,960.8629507,30.93627389,FALSE,TRUE,Rainy,129,6.609905849359177
North,Peaty,Soybean,879.0291443529023,22.761284760213055,TRUE,TRUE,Cloudy,85,6.856149097722833
West,Peaty,Wheat,220.89734543773068,21.869280473813298,TRUE,FALSE,Sunny,134,2.8893063313973317
North,Loam,Wheat,782.9023339022696,37.20301784802755,FALSE,TRUE,Rainy,96,5.934072776702918
West,Clay,Maize,942.6435464210307,36.435854563372104,TRUE,FALSE,Cloudy,117,6.496822939146035
North,Loam,Wheat,692.1691156878112,15.25816214521056,TRUE,TRUE,Cloudy,91,6.3898394652282136
North,Clay,Soybean,973.3983297890802,16.622454247045393,FALSE,TRUE,Sunny,68,6.499756330726566
North,Silt,Maize,256.6304646465175,19.98935515360315,FALSE,FALSE,Rainy,80,1.4916280618422568
North,Silt,Cotton,599.7756552686782,22.759210347363172,TRUE,FALSE,Cloudy,134,4.7698317308112586
East,Silt,Maize,454.7231529533621,29.477493079326116,TRUE,TRUE,Cloudy,109,5.642969646863201
West,Peaty,Barley,162.4833064829404,38.19233047376468,TRUE,FALSE,Rainy,111,3.1860385426611737
North,Peaty,Cotton,686.7952375489181,26.87811178650675,FALSE,TRUE,Rainy,63,4.514264794738552
West,Peaty,Maize,588.3707340824121,17.732922175250618,TRUE,TRUE,Rainy,94,6.2911700620206705
South,Peaty,Maize,694.0037065916551,33.733841090351056,FALSE,FALSE,Cloudy,130,3.440677773
North,Sandy,Barley,235.7005940248702,33.65323508068019,FALSE,FALSE,Sunny,113,1.741455827157412
West,Clay,Barley,596.3976875434967,20.13831082732966,FALSE,FALSE,Cloudy,81,3.516839780651338
East,Clay,Barley,737.1089450833362,23.494683039799924,TRUE,TRUE,Cloudy,96,7.815645944928562
West,Sandy,Barley,596.3707212272915,38.827122780754394,FALSE,FALSE,Cloudy,122,3.258062561473093
North,Peaty,Rice,885.8180125094785,28.030232415250552,FALSE,TRUE,Rainy,141,6.745112940869868
South,Silt,Soybean,640.7612946850818,28.536460226437466,FALSE,FALSE,Rainy,86,3.311816865507598
West,Peaty,Cotton,574.5857751719934,35.54936665233753,FALSE,TRUE,Sunny,61,5.4479661721696715
South,Sandy,Maize,964.5573278353252,22.318588646600546,TRUE,TRUE,Sunny,78,8.057271497
East,Peaty,Barley,624.7499931315269,27.19680186526497,TRUE,FALSE,Rainy,122,5.7085783230535085
West,Sandy,Wheat,977.3450650567805,25.928192196434964,TRUE,FALSE,Sunny,138,6.969213128390423
West,Clay,Wheat,498.11075912685885,27.64148316,TRUE,TRUE,Rainy,108,5.583888326017639
East,Loam,Soybean,986.2739638054595,20.76292239264829,TRUE,FALSE,Cloudy,110,6.740677751179937
East,Peaty,Barley,865.3671857946969,34.69992507996231,TRUE,FALSE,Rainy,104,6.105417095697711
East,Sandy,Cotton,420.61168996572104,23.382828023316193,FALSE,FALSE,Sunny,114,2.8164707681369747
North,Loam,Maize,597.5189724446333,27.651268138593863,TRUE,TRUE,Sunny,77,6.348262758792747
North,Clay,Barley,485.8439505437014,19.81039543823287,TRUE,TRUE,Sunny,128,5.255864449005125
West,Silt,Barley,346.80779887659037,27.796384769484376,FALSE,TRUE,Rainy,101,3.9440738841344505
West,Peaty,Wheat,171.26856635606052,33.91048854306645,TRUE,TRUE,Rainy,84,4.4089265729580065
West,Sandy,Maize,526.2637064789349,24.128985567149286,TRUE,TRUE,Rainy,103,5.262813159437146
South,Chalky,Wheat,472.8183682068016,32.33046079028208,FALSE,FALSE,Sunny,72,2.4974532411742367
East,Chalky,Cotton,399.3461601081182,26.962540576739713,TRUE,TRUE,Cloudy,130,5.606161468674391
West,Loam,Barley,877.1890656556916,33.75501757844958,TRUE,FALSE,Cloudy,108,6.580315840997393
East,Peaty,Cotton,368.0394017677237,24.27414831458419,TRUE,FALSE,Sunny,110,4.322753773294479
