Region,Soil Type,Crop Type,Rainfall_mm,Temperature(c),Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,Fertilizer Name
North,Sandy,Barley,642.0209478,27.0,True,True,Sunny,63,6.275483005655257,56.12,55.18,32,0,1,Urea
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,51.81,52.3,9,1,35,Urea
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,50.1,30.22,38,0,2,14-35-14
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,69.52,47.69,16,18,10,17-17-17
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,51.96,40.99,12,11,18,17-17-17
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,47.32,67.89,10,0,13,17-17-17
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,60.44,28.67,39,3,3,10-26-26
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,66.27,40.8,19,0,34,DAP
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,59.67,27.04,35,1,0,14-35-14
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,58.81,28.94,9,1,16,17-17-17
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,57.61,57.88,8,0,5,DAP
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,45.29,45.88,25,2,22,Urea
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,60.54,46.23,13,3,34,Urea
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,63.04,37.86,28,0,22,17-17-17
East,Sandy,Maize,294.73384828935025,27.0,True,True,Sunny,121,5.059760892,46.3,38.5,15,3,11,14-35-14
West,Sandy,Barley,648.5182009711406,27.0,True,True,Rainy,72,6.219706604325999,56.16,45.88,5,14,18,17-17-17
West,Sandy,Barley,648.5182009711406,27.0,True,True,Rainy,72,6.219706604325999,53.07,54.24,7,1,39,28-28
West,Sandy,Barley,648.5182009711406,27.0,True,True,Rainy,72,6.219706604325999,60.0,25.06,45,0,0,20-20
West,Sandy,Barley,648.5182009711406,27.0,True,True,Rainy,72,6.219706604325999,53.38,24.91,10,3,12,20-20
West,Sandy,Barley,648.5182009711406,27.0,True,True,Rainy,72,6.219706604325999,50.42,39.03,6,4,15,DAP
West,Sandy,Barley,648.5182009711406,27.0,True,True,Rainy,72,6.219706604325999,59.56,44.62,17,3,12,14-35-14
West,Sandy,Barley,648.5182009711406,27.0,True,True,Rainy,72,6.219706604325999,67.66,56.62,14,14,19,10-26-26
West,Sandy,Barley,648.5182009711406,27.0,True,True,Rainy,72,6.219706604325999,59.58,58.65,13,7,34,DAP
West,Sandy,Barley,648.5182009711406,27.0,True,True,Rainy,72,6.219706604325999,56.12,55.18,32,0,1,Urea
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,58.69,34.11,12,8,33,20-20
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,69.62,65.41,3,10,32,14-35-14
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,50.1,57.67,14,0,6,17-17-17
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,58.79,66.37,10,12,30,10-26-26
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,62.64,30.24,13,1,14,Urea
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,67.29,22.56,7,0,37,20-20
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,68.2,43.9,21,0,28,DAP
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,57.48,62.2,6,0,7,10-26-26
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,66.42,33.78,28,0,13,DAP
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,53.09,41.85,37,0,0,14-35-14
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,44.52,37.4,27,4,15,DAP
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,50.54,54.24,8,7,26,14-35-14
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,45.89,61.45,9,2,7,Urea
South,Sandy,Cotton,242.94788250272316,28.0,False,False,Sunny,145,1.5677333003728386,43.63,41.64,17,3,19,Urea
East,Sandy,Wheat,123.06437598115592,22.0,True,True,Cloudy,66,4.543903503209194,60.21,36.97,18,3,25,20-20
East,Sandy,Wheat,123.06437598115592,22.0,True,True,Cloudy,66,4.543903503209194,52.77,39.99,18,0,18,Urea
East,Sandy,Wheat,123.06437598115592,22.0,True,True,Cloudy,66,4.543903503209194,58.85,40.66,7,14,24,10-26-26
East,Sandy,Wheat,123.06437598115592,22.0,True,True,Cloudy,66,4.543903503209194,55.73,44.87,20,0,17,DAP
East,Sandy,Wheat,123.06437598115592,22.0,True,True,Cloudy,66,4.543903503209194,49.65,29.74,20,2,15,DAP
North,Sandy,Wheat,443.1750388002495,27.0,False,False,Sunny,137,1.9923338744610637,68.62,46.27,9,0,39,DAP
North,Sandy,Wheat,443.1750388002495,27.0,False,False,Sunny,137,1.9923338744610637,47.55,65.62,40,0,0,17-17-17
North,Sandy,Wheat,443.1750388002495,27.0,False,False,Sunny,137,1.9923338744610637,62.14,37.45,21,0,19,10-26-26
North,Sandy,Wheat,443.1750388002495,27.0,False,False,Sunny,137,1.9923338744610637,61.58,33.57,11,0,16,DAP
North,Sandy,Wheat,443.1750388002495,27.0,False,False,Sunny,137,1.9923338744610637,63.26,43.38,32,0,0,10-26-26
North,Sandy,Wheat,443.1750388002495,27.0,False,False,Sunny,137,1.9923338744610637,69.59,26.75,3,8,26,28-28
North,Sandy,Wheat,443.1750388002495,27.0,False,False,Sunny,137,1.9923338744610637,56.05,30.48,12,3,41,20-20
North,Sandy,Wheat,443.1750388002495,27.0,False,False,Sunny,137,1.9923338744610637,65.21,33.52,9,18,11,10-26-26
North,Sandy,Wheat,443.1750388002495,27.0,False,False,Sunny,137,1.9923338744610637,44.44,50.65,25,0,14,28-28
North,Sandy,Wheat,443.1750388002495,27.0,False,False,Sunny,137,1.9923338744610637,55.45,46.99,27,3,24,28-28
North,Sandy,Wheat,156.38484342207087,35.0,False,False,Sunny,114,1.671852687450206,74.22,33.33,11,0,45,10-26-26
North,Sandy,Wheat,156.38484342207087,35.0,False,False,Sunny,114,1.671852687450206,66.71,31.57,20,0,28,Urea
North,Sandy,Wheat,156.38484342207087,35.0,False,False,Sunny,114,1.671852687450206,68.17,53.47,38,0,4,10-26-26
North,Sandy,Wheat,156.38484342207087,35.0,False,False,Sunny,114,1.671852687450206,66.87,60.63,26,1,19,14-35-14
North,Sandy,Wheat,156.38484342207087,35.0,False,False,Sunny,114,1.671852687450206,56.91,36.81,26,3,17,10-26-26
North,Sandy,Cotton,586.1411546560582,27.0,False,True,Sunny,82,5.706214132695479,71.23,31.58,23,0,15,20-20
North,Sandy,Cotton,586.1411546560582,27.0,False,True,Sunny,82,5.706214132695479,60.18,26.58,34,2,0,DAP
North,Sandy,Cotton,586.1411546560582,27.0,False,True,Sunny,82,5.706214132695479,64.59,62.12,14,1,34,20-20
North,Sandy,Cotton,586.1411546560582,27.0,False,True,Sunny,82,5.706214132695479,67.23,46.01,13,2,10,DAP
North,Sandy,Cotton,586.1411546560582,27.0,False,True,Sunny,82,5.706214132695479,50.92,46.77,22,1,15,10-26-26
North,Sandy,Cotton,586.1411546560582,27.0,False,True,Sunny,82,5.706214132695479,68.54,31.22,13,0,40,Urea
North,Sandy,Cotton,586.1411546560582,27.0,False,True,Sunny,82,5.706214132695479,52.69,27.55,18,0,36,DAP
North,Sandy,Cotton,586.1411546560582,27.0,False,True,Sunny,82,5.706214132695479,44.94,44.87,37,1,0,28-28
North,Sandy,Cotton,586.1411546560582,27.0,False,True,Sunny,82,5.706214132695479,53.74,47.89,8,0,12,DAP
North,Sandy,Barley,676.0788644227948,39.0,False,True,Cloudy,99,4.9531711472442606,73.55,37.74,12,1,41,10-26-26
North,Sandy,Barley,676.0788644227948,39.0,False,True,Cloudy,99,4.9531711472442606,73.58,47.49,44,0,4,14-35-14
North,Sandy,Barley,676.0788644227948,39.0,False,True,Cloudy,99,4.9531711472442606,63.45,47.15,12,14,19,17-17-17
South,Sandy,Wheat,636.0149767202948,34.0,False,True,Sunny,60,4.803633885144564,57.44,52.37,5,3,5,DAP
South,Sandy,Wheat,636.0149767202948,34.0,False,True,Sunny,60,4.803633885144564,52.7,60.28,9,8,25,20-20
South,Sandy,Wheat,636.0149767202948,34.0,False,True,Sunny,60,4.803633885144564,59.81,36.57,18,3,24,DAP
South,Sandy,Wheat,636.0149767202948,34.0,False,True,Sunny,60,4.803633885144564,66.8,31.4,10,3,29,20-20
South,Sandy,Wheat,636.0149767202948,34.0,False,True,Sunny,60,4.803633885144564,66.76,38.99,43,0,4,14-35-14
South,Sandy,Wheat,636.0149767202948,34.0,False,True,Sunny,60,4.803633885144564,57.76,33.56,18,0,42,Urea
South,Sandy,Wheat,636.0149767202948,34.0,False,True,Sunny,60,4.803633885144564,55.99,29.3,24,0,24,28-28
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,60.0,47.0,12,0,42,DAP
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,63.85,56.3,39,1,1,20-20
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,64.88,34.89,14,0,9,17-17-17
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,60.34,33.5,27,1,28,20-20
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,59.76,24.55,40,0,0,Urea
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,52.36,33.8,28,0,19,28-28
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,62.41,35.53,34,0,0,14-35-14
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,57.68,54.46,15,4,38,DAP
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,42.88,26.76,18,3,11,28-28
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,58.6,50.65,7,0,17,14-35-14
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,52.95,35.22,25,0,18,Urea
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,61.53,44.72,12,10,8,17-17-17
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,54.91,43.28,33,2,0,DAP
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,67.13,49.2,25,0,17,14-35-14
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,68.8,42.49,15,0,41,10-26-26
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,50.47,63.24,12,0,36,14-35-14
South,Sandy,Barley,904.1180398631888,30.0,False,False,Sunny,101,5.063886344538661,65.67,31.36,15,19,14,DAP
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,60.0,47.0,12,0,42,DAP
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,63.85,56.3,39,1,1,20-20
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,64.88,34.89,14,0,9,17-17-17
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,60.34,33.5,27,1,28,20-20
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,59.76,24.55,40,0,0,Urea
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,52.36,33.8,28,0,19,28-28
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,62.41,35.53,34,0,0,14-35-14
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,57.68,54.46,15,4,38,DAP
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,42.88,26.76,18,3,11,28-28
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,58.6,50.65,7,0,17,14-35-14
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,52.95,35.22,25,0,18,Urea
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,61.53,44.72,12,10,8,17-17-17
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,54.91,43.28,33,2,0,DAP
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,67.13,49.2,25,0,17,14-35-14
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,68.8,42.49,15,0,41,10-26-26
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,50.47,63.24,12,0,36,14-35-14
South,Sandy,Barley,894.0888055301734,30.0,True,True,Rainy,144,8.023296136536368,65.67,31.36,15,19,14,DAP
South,Sandy,Wheat,339.1513184293108,22.0,False,False,Rainy,83,1.899758963496868,60.21,36.97,18,3,25,20-20
South,Sandy,Wheat,339.1513184293108,22.0,False,False,Rainy,83,1.899758963496868,52.77,39.99,18,0,18,Urea
South,Sandy,Wheat,339.1513184293108,22.0,False,False,Rainy,83,1.899758963496868,58.85,40.66,7,14,24,10-26-26
South,Sandy,Wheat,339.1513184293108,22.0,False,False,Rainy,83,1.899758963496868,55.73,44.87,20,0,17,DAP
South,Sandy,Wheat,339.1513184293108,22.0,False,False,Rainy,83,1.899758963496868,49.65,29.74,20,2,15,DAP
West,Sandy,Wheat,596.5970491992215,22.0,False,True,Rainy,91,4.771117367546939,60.21,36.97,18,3,25,20-20
West,Sandy,Wheat,596.5970491992215,22.0,False,True,Rainy,91,4.771117367546939,52.77,39.99,18,0,18,Urea
West,Sandy,Wheat,596.5970491992215,22.0,False,True,Rainy,91,4.771117367546939,58.85,40.66,7,14,24,10-26-26
West,Sandy,Wheat,596.5970491992215,22.0,False,True,Rainy,91,4.771117367546939,55.73,44.87,20,0,17,DAP
West,Sandy,Wheat,596.5970491992215,22.0,False,True,Rainy,91,4.771117367546939,49.65,29.74,20,2,15,DAP
South,Sandy,Cotton,626.3112229593788,21.0,False,False,Sunny,79,3.2942612521302417,43.3,36.7,23,0,15,17-17-17
South,Sandy,Cotton,626.3112229593788,21.0,False,False,Sunny,79,3.2942612521302417,46.99,40.82,3,20,17,17-17-17
South,Sandy,Cotton,626.3112229593788,21.0,False,False,Sunny,79,3.2942612521302417,51.91,32.91,18,0,13,28-28
South,Sandy,Cotton,626.3112229593788,21.0,False,False,Sunny,79,3.2942612521302417,49.42,45.96,27,0,19,Urea
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,60.0,47.0,12,0,42,DAP
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,63.85,56.3,39,1,1,20-20
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,64.88,34.89,14,0,9,17-17-17
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,60.34,33.5,27,1,28,20-20
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,59.76,24.55,40,0,0,Urea
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,52.36,33.8,28,0,19,28-28
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,62.41,35.53,34,0,0,14-35-14
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,57.68,54.46,15,4,38,DAP
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,42.88,26.76,18,3,11,28-28
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,58.6,50.65,7,0,17,14-35-14
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,52.95,35.22,25,0,18,Urea
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,61.53,44.72,12,10,8,17-17-17
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,54.91,43.28,33,2,0,DAP
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,67.13,49.2,25,0,17,14-35-14
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,68.8,42.49,15,0,41,10-26-26
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,50.47,63.24,12,0,36,14-35-14
East,Sandy,Barley,380.3216468792344,30.0,False,False,Cloudy,104,1.3198992104056095,65.67,31.36,15,19,14,DAP
East,Sandy,Barley,398.8480705081567,24.0,False,False,Rainy,142,2.3110994961750198,64.62,26.9,5,5,26,14-35-14
East,Sandy,Barley,398.8480705081567,24.0,False,False,Rainy,142,2.3110994961750198,52.08,65.93,6,0,34,28-28
East,Sandy,Barley,398.8480705081567,24.0,False,False,Rainy,142,2.3110994961750198,49.84,30.21,11,13,31,20-20
East,Sandy,Barley,398.8480705081567,24.0,False,False,Rainy,142,2.3110994961750198,49.22,58.28,12,8,28,Urea
East,Sandy,Barley,398.8480705081567,24.0,False,False,Rainy,142,2.3110994961750198,53.77,41.62,45,0,0,10-26-26
East,Sandy,Barley,398.8480705081567,24.0,False,False,Rainy,142,2.3110994961750198,63.58,64.23,14,4,10,20-20
East,Sandy,Barley,398.8480705081567,24.0,False,False,Rainy,142,2.3110994961750198,61.7,52.14,5,8,31,28-28
East,Sandy,Barley,398.8480705081567,24.0,False,False,Rainy,142,2.3110994961750198,56.96,39.27,32,0,1,10-26-26
East,Sandy,Barley,398.8480705081567,24.0,False,False,Rainy,142,2.3110994961750198,61.39,39.84,18,0,21,14-35-14
West,Sandy,Barley,997.9956753949456,27.0,False,False,Cloudy,67,5.291052742431416,56.16,45.88,5,14,18,17-17-17
West,Sandy,Barley,997.9956753949456,27.0,False,False,Cloudy,67,5.291052742431416,53.07,54.24,7,1,39,28-28
West,Sandy,Barley,997.9956753949456,27.0,False,False,Cloudy,67,5.291052742431416,60.0,25.06,45,0,0,20-20
West,Sandy,Barley,997.9956753949456,27.0,False,False,Cloudy,67,5.291052742431416,53.38,24.91,10,3,12,20-20
West,Sandy,Barley,997.9956753949456,27.0,False,False,Cloudy,67,5.291052742431416,50.42,39.03,6,4,15,DAP
West,Sandy,Barley,997.9956753949456,27.0,False,False,Cloudy,67,5.291052742431416,59.56,44.62,17,3,12,14-35-14
West,Sandy,Barley,997.9956753949456,27.0,False,False,Cloudy,67,5.291052742431416,67.66,56.62,14,14,19,10-26-26
West,Sandy,Barley,997.9956753949456,27.0,False,False,Cloudy,67,5.291052742431416,59.58,58.65,13,7,34,DAP
West,Sandy,Barley,997.9956753949456,27.0,False,False,Cloudy,67,5.291052742431416,56.12,55.18,32,0,1,Urea
South,Sandy,Maize,431.09474206887126,39.0,False,False,Cloudy,74,3.873092821162984,73.14,24.99,12,2,40,Urea
South,Sandy,Maize,431.09474206887126,39.0,False,False,Cloudy,74,3.873092821162984,71.98,43.54,6,11,23,20-20
South,Sandy,Maize,431.09474206887126,39.0,False,False,Cloudy,74,3.873092821162984,54.27,49.34,15,0,41,17-17-17
West,Sandy,Maize,570.1799031863372,35.0,False,False,Rainy,107,3.122574605929768,66.92,66.68,15,7,12,10-26-26
West,Sandy,Maize,570.1799031863372,35.0,False,False,Rainy,107,3.122574605929768,52.2,41.09,36,0,2,10-26-26
West,Sandy,Maize,570.1799031863372,35.0,False,False,Rainy,107,3.122574605929768,60.71,43.64,14,3,32,DAP
West,Sandy,Maize,570.1799031863372,35.0,False,False,Rainy,107,3.122574605929768,61.64,45.77,37,0,2,28-28
West,Sandy,Maize,570.1799031863372,35.0,False,False,Rainy,107,3.122574605929768,54.52,33.97,10,1,5,14-35-14
West,Sandy,Maize,516.6107232206587,34.0,True,True,Rainy,80,5.865159783897633,73.7,57.78,39,4,2,20-20
West,Sandy,Maize,516.6107232206587,34.0,True,True,Rainy,80,5.865159783897633,59.48,61.29,3,5,30,14-35-14
West,Sandy,Maize,516.6107232206587,34.0,True,True,Rainy,80,5.865159783897633,61.19,31.95,20,3,16,DAP
West,Sandy,Maize,516.6107232206587,34.0,True,True,Rainy,80,5.865159783897633,60.07,27.77,17,4,23,10-26-26
West,Sandy,Maize,516.6107232206587,34.0,True,True,Rainy,80,5.865159783897633,54.12,42.26,26,0,18,10-26-26
West,Sandy,Maize,516.6107232206587,34.0,True,True,Rainy,80,5.865159783897633,57.72,46.52,42,0,0,20-20
West,Sandy,Maize,516.6107232206587,34.0,True,True,Rainy,80,5.865159783897633,66.58,57.85,18,0,36,28-28
West,Sandy,Maize,516.6107232206587,34.0,True,True,Rainy,80,5.865159783897633,64.59,64.54,7,11,18,Urea
West,Sandy,Maize,516.6107232206587,34.0,True,True,Rainy,80,5.865159783897633,58.31,46.39,36,0,0,28-28
West,Sandy,Wheat,220.9334725877885,25.0,False,True,Rainy,122,3.8246096518114143,55.37,65.56,9,4,12,28-28
West,Sandy,Wheat,220.9334725877885,25.0,False,True,Rainy,122,3.8246096518114143,61.44,49.36,43,0,3,DAP
West,Sandy,Wheat,220.9334725877885,25.0,False,True,Rainy,122,3.8246096518114143,64.48,52.92,16,0,8,14-35-14
West,Sandy,Wheat,220.9334725877885,25.0,False,True,Rainy,122,3.8246096518114143,54.12,31.81,38,4,0,28-28
West,Sandy,Wheat,220.9334725877885,25.0,False,True,Rainy,122,3.8246096518114143,48.3,60.18,13,2,11,28-28
South,Sandy,Cotton,183.96703044840436,31.0,False,False,Sunny,83,0.775707194,55.48,46.43,34,0,2,Urea
South,Sandy,Cotton,183.96703044840436,31.0,False,False,Sunny,83,0.775707194,66.9,49.75,14,16,15,17-17-17
South,Sandy,Cotton,183.96703044840436,31.0,False,False,Sunny,83,0.775707194,55.22,24.37,12,0,35,Urea
South,Sandy,Cotton,183.96703044840436,31.0,False,False,Sunny,83,0.775707194,53.09,66.97,13,8,28,Urea
South,Sandy,Cotton,183.96703044840436,31.0,False,False,Sunny,83,0.775707194,64.16,61.68,8,17,14,Urea
South,Sandy,Cotton,183.96703044840436,31.0,False,False,Sunny,83,0.775707194,67.97,36.56,8,11,27,17-17-17
South,Sandy,Cotton,183.96703044840436,31.0,False,False,Sunny,83,0.775707194,60.88,24.64,17,0,16,Urea
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,62.0,44.0,21,0,28,28-28
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,55.45,59.87,12,0,37,14-35-14
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,67.83,68.19,26,0,15,17-17-17
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,60.79,41.51,1,13,13,14-35-14
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,48.4,35.57,13,8,32,10-26-26
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,48.39,33.21,40,1,0,14-35-14
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,64.47,59.18,34,0,2,17-17-17
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,62.69,55.11,17,0,8,14-35-14
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,56.32,45.45,8,0,9,17-17-17
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,50.57,52.14,9,3,27,10-26-26
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,58.12,24.71,25,1,19,Urea
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,64.88,54.37,1,8,27,28-28
South,Sandy,Barley,286.3607532480355,31.0,True,False,Sunny,136,3.64529506745692,65.45,31.98,22,0,20,DAP
South,Sandy,Wheat,600.2123498597462,25.0,True,False,Sunny,130,5.069870196482416,55.37,65.56,9,4,12,28-28
South,Sandy,Wheat,600.2123498597462,25.0,True,False,Sunny,130,5.069870196482416,61.44,49.36,43,0,3,DAP
South,Sandy,Wheat,600.2123498597462,25.0,True,False,Sunny,130,5.069870196482416,64.48,52.92,16,0,8,14-35-14
South,Sandy,Wheat,600.2123498597462,25.0,True,False,Sunny,130,5.069870196482416,54.12,31.81,38,4,0,28-28
South,Sandy,Wheat,600.2123498597462,25.0,True,False,Sunny,130,5.069870196482416,48.3,60.18,13,2,11,28-28
North,Sandy,Cotton,638.3739591148568,38.0,True,False,Cloudy,76,6.139960484142491,61.97,48.6,43,4,2,DAP
North,Sandy,Cotton,638.3739591148568,38.0,True,False,Cloudy,76,6.139960484142491,56.94,56.53,5,0,14,14-35-14
North,Sandy,Cotton,638.3739591148568,38.0,True,False,Cloudy,76,6.139960484142491,64.57,44.12,6,5,27,10-26-26
North,Sandy,Cotton,638.3739591148568,38.0,True,False,Cloudy,76,6.139960484142491,60.33,37.69,9,4,16,14-35-14
North,Sandy,Cotton,638.3739591148568,38.0,True,False,Cloudy,76,6.139960484142491,66.68,29.78,10,0,41,Urea
North,Sandy,Cotton,638.3739591148568,38.0,True,False,Cloudy,76,6.139960484142491,58.32,22.54,12,6,32,DAP
North,Sandy,Cotton,638.3739591148568,38.0,True,False,Cloudy,76,6.139960484142491,60.03,32.44,38,3,0,28-28
West,Sandy,Cotton,801.9218227691641,38.0,False,True,Cloudy,115,5.564338686706398,61.97,48.6,43,4,2,DAP
West,Sandy,Cotton,801.9218227691641,38.0,False,True,Cloudy,115,5.564338686706398,56.94,56.53,5,0,14,14-35-14
West,Sandy,Cotton,801.9218227691641,38.0,False,True,Cloudy,115,5.564338686706398,64.57,44.12,6,5,27,10-26-26
West,Sandy,Cotton,801.9218227691641,38.0,False,True,Cloudy,115,5.564338686706398,60.33,37.69,9,4,16,14-35-14
West,Sandy,Cotton,801.9218227691641,38.0,False,True,Cloudy,115,5.564338686706398,66.68,29.78,10,0,41,Urea
West,Sandy,Cotton,801.9218227691641,38.0,False,True,Cloudy,115,5.564338686706398,58.32,22.54,12,6,32,DAP
West,Sandy,Cotton,801.9218227691641,38.0,False,True,Cloudy,115,5.564338686706398,60.03,32.44,38,3,0,28-28
South,Sandy,Maize,828.3748075,22.0,False,True,Sunny,127,5.795502724656901,50.27,31.25,8,22,11,14-35-14
South,Sandy,Maize,828.3748075,22.0,False,True,Sunny,127,5.795502724656901,48.24,38.55,13,0,17,Urea
South,Sandy,Maize,828.3748075,22.0,False,True,Sunny,127,5.795502724656901,50.13,24.57,11,3,44,14-35-14
South,Sandy,Maize,828.3748075,22.0,False,True,Sunny,127,5.795502724656901,62.54,60.3,7,3,19,Urea
